date,demographic,product,sales_amount,profit_margin,comment,cluster,cluster_text_aug
2018-12-27,Young adults,DR Pepper Classic,2.81,0.224,"Loved the taste, will buy again.",1,1
2023-04-16,Middle-aged,DR Pepper Classic,3.83,0.21,Prefer sugar-free.,1,1
2020-05-23,Teens,DR Pepper Classic,2.72,0.085,"Loved the taste, will buy again.",2,2
2020-12-22,Young adults,Diet DR Pepper,2.81,0.186,Too sweet for me.,3,1
2019-12-19,Young adults,DR Pepper Zero Sugar,3.52,0.163,Great value for money.,0,0
2024-12-17,Teens,Diet DR Pepper,3.69,0.163,Enjoyed with lunch.,3,2
2019-02-28,Middle-aged,DR Pepper Classic,3.03,0.181,Too sweet for me.,1,1
2020-04-20,Middle-aged,DR Pepper Classic,2.93,0.181,Okay but not my favorite.,1,1
2018-09-12,Middle-aged,DR Pepper Classic,3.51,0.169,Prefer sugar-free.,1,1
2018-09-18,Teens,DR Pepper Zero Sugar,4.0,0.157,Too sweet for me.,2,3
2019-06-07,Young adults,Cherry DR Pepper,3.98,0.196,Okay but not my favorite.,1,1
2023-07-31,Young adults,Cherry DR Pepper,4.88,0.18,"Loved the taste, will buy again.",1,1
2023-04-08,Middle-aged,DR Pepper Classic,3.42,0.191,Too sweet for me.,1,1
2024-10-05,Middle-aged,DR Pepper Classic,3.94,0.203,Too sweet for me.,1,1
2022-04-02,Middle-aged,DR Pepper Zero Sugar,2.84,0.232,Enjoyed with lunch.,0,3
2019-02-20,Middle-aged,Cherry DR Pepper,3.3,0.169,Packaging was damaged.,1,1
2020-07-06,Young adults,DR Pepper Classic,3.02,0.14,Enjoyed with lunch.,1,1
2018-07-25,Young adults,DR Pepper Classic,3.68,0.144,"Loved the taste, will buy again.",1,1
2024-11-21,Teens,DR Pepper Classic,4.15,0.101,Okay but not my favorite.,2,2
2023-10-31,Young adults,DR Pepper Classic,3.34,0.15,Enjoyed with lunch.,1,1
2020-12-26,Young adults,DR Pepper Zero Sugar,3.71,0.214,Perfect for parties.,0,0
2020-01-27,Middle-aged,DR Pepper Zero Sugar,3.92,0.149,Too sweet for me.,0,3
2018-09-24,Young adults,DR Pepper Classic,3.93,0.172,Great value for money.,1,1
2020-01-21,Young adults,DR Pepper Zero Sugar,3.16,0.2,Great value for money.,0,0
2022-11-02,Young adults,DR Pepper Classic,3.16,0.18,Not satisfied with carbonation.,1,1
2022-10-30,Teens,Cherry DR Pepper,4.35,0.176,Packaging was damaged.,2,2
2019-04-20,Middle-aged,DR Pepper Classic,2.93,0.183,"Loved the taste, will buy again.",1,1
2022-02-18,Middle-aged,Cherry DR Pepper,4.0,0.185,Packaging was damaged.,1,1
2018-06-02,Young adults,DR Pepper Zero Sugar,2.36,0.168,Prefer sugar-free.,0,0
2019-07-08,Young adults,DR Pepper Classic,2.97,0.197,"Loved the taste, will buy again.",1,1
2019-05-02,Young adults,Cherry DR Pepper,3.67,0.262,Prefer sugar-free.,1,1
2021-10-30,Middle-aged,Cherry DR Pepper,4.05,0.2,Not satisfied with carbonation.,1,1
2022-11-07,Seniors,DR Pepper Classic,4.0,0.163,Prefer sugar-free.,1,1
2020-11-22,Young adults,DR Pepper Classic,3.5,0.151,Packaging was damaged.,1,1
2020-04-17,Young adults,DR Pepper Classic,3.29,0.232,Packaging was damaged.,1,1
2024-02-01,Teens,Cherry DR Pepper,3.3,0.138,Perfect for parties.,2,2
2020-08-24,Middle-aged,DR Pepper Classic,3.85,0.181,Enjoyed with lunch.,1,1
2022-03-02,Young adults,DR Pepper Zero Sugar,3.33,0.174,"Loved the taste, will buy again.",0,0
2021-05-06,Seniors,DR Pepper Zero Sugar,3.09,0.225,Packaging was damaged.,0,3
2020-10-18,Young adults,Cherry DR Pepper,3.85,0.163,Okay but not my favorite.,1,1
2023-05-15,Young adults,Cherry DR Pepper,4.5,0.179,Enjoyed with lunch.,1,1
2018-09-04,Young adults,DR Pepper Zero Sugar,3.51,0.105,Too sweet for me.,0,0
2019-03-08,Seniors,DR Pepper Classic,2.79,0.199,Packaging was damaged.,1,1
2019-07-21,Middle-aged,DR Pepper Classic,3.94,0.191,"Loved the taste, will buy again.",1,1
2019-04-26,Teens,DR Pepper Zero Sugar,3.69,0.177,Not satisfied with carbonation.,2,3
2018-09-15,Young adults,DR Pepper Zero Sugar,2.59,0.199,Too sweet for me.,0,0
2019-06-19,Young adults,DR Pepper Classic,3.97,0.185,Packaging was damaged.,1,1
2023-11-26,Middle-aged,DR Pepper Classic,5.0,0.187,Okay but not my favorite.,1,1
2018-06-25,Middle-aged,Cherry DR Pepper,3.94,0.202,Too sweet for me.,1,1
2019-04-14,Middle-aged,DR Pepper Zero Sugar,2.88,0.16,Packaging was damaged.,0,3
2020-03-29,Teens,DR Pepper Classic,3.45,0.157,Enjoyed with lunch.,2,2
2018-06-01,Seniors,DR Pepper Classic,3.57,0.187,Bought for family gathering.,1,1
2021-07-23,Teens,DR Pepper Zero Sugar,2.21,0.152,Not satisfied with carbonation.,0,3
2020-04-03,Young adults,DR Pepper Zero Sugar,2.19,0.181,Okay but not my favorite.,0,0
2024-05-17,Teens,DR Pepper Classic,3.64,0.132,Okay but not my favorite.,2,2
2022-06-10,Teens,DR Pepper Classic,3.48,0.145,Great value for money.,2,2
2023-05-25,Seniors,DR Pepper Classic,3.83,0.137,Great value for money.,1,1
2019-03-07,Teens,DR Pepper Classic,3.36,0.134,"Loved the taste, will buy again.",2,2
2018-11-16,Teens,Diet DR Pepper,3.24,0.212,Packaging was damaged.,3,2
2023-10-20,Seniors,Cherry DR Pepper,4.18,0.173,Not satisfied with carbonation.,1,1
2021-01-16,Middle-aged,Cherry DR Pepper,2.56,0.215,Great value for money.,1,1
2018-02-26,Young adults,Cherry DR Pepper,3.24,0.179,Enjoyed with lunch.,1,1
2024-01-24,Teens,DR Pepper Classic,3.24,0.152,Prefer sugar-free.,2,2
2019-09-23,Middle-aged,DR Pepper Zero Sugar,2.92,0.204,Packaging was damaged.,0,3
2020-03-07,Young adults,DR Pepper Classic,2.79,0.173,Perfect for parties.,1,1
2021-11-22,Young adults,Cherry DR Pepper,3.25,0.198,Not satisfied with carbonation.,1,1
2024-06-25,Young adults,DR Pepper Classic,3.85,0.159,Packaging was damaged.,1,1
2023-01-13,Young adults,DR Pepper Classic,3.73,0.136,Not satisfied with carbonation.,1,1
2019-06-16,Young adults,DR Pepper Classic,2.1,0.186,Perfect for parties.,1,1
2018-01-07,Middle-aged,DR Pepper Zero Sugar,2.89,0.234,Enjoyed with lunch.,0,3
2022-10-12,Middle-aged,DR Pepper Classic,3.43,0.181,Great value for money.,1,1
2024-11-10,Middle-aged,DR Pepper Classic,3.04,0.224,Packaging was damaged.,1,1
2018-08-26,Middle-aged,Cherry DR Pepper,3.63,0.22,Perfect for parties.,1,1
2024-11-03,Middle-aged,DR Pepper Zero Sugar,3.2,0.247,Not satisfied with carbonation.,0,3
2021-02-11,Middle-aged,DR Pepper Classic,3.86,0.256,Too sweet for me.,1,1
2019-05-07,Middle-aged,DR Pepper Classic,3.55,0.217,Okay but not my favorite.,1,1
2019-03-25,Young adults,Cherry DR Pepper,4.02,0.176,"Loved the taste, will buy again.",1,1
2020-10-01,Young adults,DR Pepper Classic,3.51,0.132,"Loved the taste, will buy again.",1,1
2021-11-23,Middle-aged,Cherry DR Pepper,2.56,0.229,Perfect for parties.,1,1
2019-10-01,Teens,DR Pepper Zero Sugar,2.93,0.184,Enjoyed with lunch.,0,3
2024-02-29,Middle-aged,Cherry DR Pepper,3.09,0.192,Too sweet for me.,1,1
2018-04-30,Seniors,Cherry DR Pepper,3.76,0.181,Perfect for parties.,1,1
2019-10-27,Young adults,Cherry DR Pepper,3.59,0.149,Perfect for parties.,1,1
2022-04-08,Middle-aged,DR Pepper Classic,3.39,0.182,Not satisfied with carbonation.,1,1
2020-08-01,Teens,DR Pepper Classic,3.08,0.11,Great value for money.,2,2
2024-02-06,Middle-aged,DR Pepper Classic,3.3,0.208,Prefer sugar-free.,1,1
2019-09-23,Young adults,DR Pepper Zero Sugar,3.15,0.168,Okay but not my favorite.,0,0
2019-10-04,Middle-aged,Diet DR Pepper,2.74,0.237,"Loved the taste, will buy again.",3,1
2020-08-10,Teens,DR Pepper Classic,3.19,0.157,Enjoyed with lunch.,2,2
2022-03-16,Middle-aged,Cherry DR Pepper,2.82,0.211,Great value for money.,1,1
2019-05-08,Young adults,Diet DR Pepper,3.34,0.18,"Loved the taste, will buy again.",3,1
2022-06-05,Middle-aged,Diet DR Pepper,2.56,0.247,Packaging was damaged.,3,1
2024-09-10,Young adults,Cherry DR Pepper,3.71,0.224,Prefer sugar-free.,1,1
2020-02-29,Middle-aged,DR Pepper Classic,3.85,0.195,Packaging was damaged.,1,1
2022-07-20,Teens,DR Pepper Classic,4.14,0.159,Too sweet for me.,2,2
2022-08-19,Middle-aged,DR Pepper Zero Sugar,2.84,0.242,Perfect for parties.,0,3
2023-05-24,Middle-aged,DR Pepper Zero Sugar,3.31,0.165,"Loved the taste, will buy again.",0,3
2021-02-03,Young adults,DR Pepper Classic,3.5,0.189,"Loved the taste, will buy again.",1,1
2024-07-09,Young adults,DR Pepper Zero Sugar,2.06,0.169,Enjoyed with lunch.,0,0
2019-10-21,Young adults,DR Pepper Classic,2.76,0.224,Prefer sugar-free.,1,1
2021-10-29,Seniors,DR Pepper Zero Sugar,3.42,0.186,Packaging was damaged.,0,3
2023-08-11,Middle-aged,Cherry DR Pepper,4.28,0.148,Perfect for parties.,1,1
2024-11-04,Middle-aged,DR Pepper Classic,2.44,0.188,Perfect for parties.,1,1
2018-07-03,Seniors,Cherry DR Pepper,3.87,0.212,Great value for money.,1,1
2019-08-04,Young adults,DR Pepper Zero Sugar,3.13,0.207,Not satisfied with carbonation.,0,0
2024-07-15,Middle-aged,DR Pepper Classic,3.1,0.169,Packaging was damaged.,1,1
2020-07-06,Middle-aged,DR Pepper Classic,3.1,0.171,Prefer sugar-free.,1,1
2019-09-14,Seniors,Cherry DR Pepper,3.17,0.172,Too sweet for me.,1,1
2023-04-04,Young adults,DR Pepper Classic,2.54,0.178,"Loved the taste, will buy again.",1,1
2023-03-11,Young adults,Diet DR Pepper,2.67,0.172,Too sweet for me.,3,1
2018-06-21,Teens,Cherry DR Pepper,4.05,0.138,Packaging was damaged.,2,2
2024-08-22,Teens,DR Pepper Classic,3.32,0.132,Too sweet for me.,2,2
2024-02-03,Young adults,DR Pepper Classic,3.87,0.248,Bought for family gathering.,1,1
2019-09-03,Teens,DR Pepper Zero Sugar,2.0,0.139,Too sweet for me.,0,3
2023-09-15,Teens,DR Pepper Zero Sugar,3.22,0.13,Enjoyed with lunch.,2,3
2022-01-16,Seniors,DR Pepper Classic,3.89,0.185,Not satisfied with carbonation.,1,1
2018-08-13,Seniors,DR Pepper Classic,2.19,0.167,Great value for money.,1,1
2023-08-03,Young adults,DR Pepper Zero Sugar,2.74,0.152,Perfect for parties.,0,0
2021-08-09,Middle-aged,Cherry DR Pepper,3.87,0.192,Bought for family gathering.,1,1
2020-12-10,Middle-aged,DR Pepper Classic,4.15,0.198,Perfect for parties.,1,1
2024-01-10,Young adults,Cherry DR Pepper,3.01,0.193,"Loved the taste, will buy again.",1,1
2023-02-21,Young adults,Cherry DR Pepper,4.39,0.189,Great value for money.,1,1
2022-07-30,Teens,DR Pepper Classic,3.72,0.12,Prefer sugar-free.,2,2
2023-11-23,Teens,DR Pepper Classic,3.0,0.168,Enjoyed with lunch.,2,2
2019-01-02,Middle-aged,Cherry DR Pepper,4.2,0.227,"Loved the taste, will buy again.",1,1
2021-07-30,Young adults,DR Pepper Classic,4.65,0.148,Too sweet for me.,1,1
2022-02-15,Middle-aged,DR Pepper Classic,3.33,0.177,Okay but not my favorite.,1,1
2020-04-12,Young adults,Cherry DR Pepper,3.49,0.175,Packaging was damaged.,1,1
2021-01-12,Young adults,DR Pepper Classic,3.02,0.187,Packaging was damaged.,1,1
2022-10-01,Teens,Cherry DR Pepper,4.62,0.158,Bought for family gathering.,2,2
2020-10-20,Young adults,DR Pepper Classic,3.14,0.179,Packaging was damaged.,1,1
2020-12-04,Middle-aged,DR Pepper Zero Sugar,2.52,0.157,Great value for money.,0,3
2021-11-11,Middle-aged,DR Pepper Classic,3.19,0.23,Okay but not my favorite.,1,1
2021-04-27,Teens,Diet DR Pepper,2.89,0.12,Prefer sugar-free.,3,2
2024-12-12,Teens,DR Pepper Zero Sugar,2.71,0.191,Packaging was damaged.,0,3
2023-09-29,Middle-aged,DR Pepper Zero Sugar,2.61,0.235,Not satisfied with carbonation.,0,3
2020-03-26,Young adults,DR Pepper Classic,3.14,0.147,Too sweet for me.,1,1
2024-02-27,Middle-aged,Diet DR Pepper,3.27,0.211,Okay but not my favorite.,3,1
2018-06-24,Young adults,DR Pepper Classic,4.17,0.221,Enjoyed with lunch.,1,1
2023-12-30,Middle-aged,DR Pepper Classic,3.0,0.218,Packaging was damaged.,1,1
2024-02-16,Teens,DR Pepper Classic,2.85,0.099,Too sweet for me.,2,2
2022-06-25,Seniors,Cherry DR Pepper,3.86,0.169,Enjoyed with lunch.,1,1
2020-05-07,Teens,Cherry DR Pepper,3.97,0.175,Okay but not my favorite.,2,2
2022-04-18,Teens,Diet DR Pepper,3.97,0.2,"Loved the taste, will buy again.",3,2
2022-07-10,Young adults,DR Pepper Classic,4.2,0.176,Okay but not my favorite.,1,1
2020-11-30,Seniors,DR Pepper Zero Sugar,2.21,0.12,Packaging was damaged.,0,3
2024-07-04,Teens,DR Pepper Zero Sugar,2.0,0.216,Enjoyed with lunch.,0,3
2021-10-28,Middle-aged,DR Pepper Zero Sugar,3.28,0.196,Perfect for parties.,0,3
2023-11-13,Teens,DR Pepper Zero Sugar,3.27,0.193,Prefer sugar-free.,0,3
2024-12-04,Teens,DR Pepper Zero Sugar,3.74,0.142,Prefer sugar-free.,2,3
2023-08-21,Middle-aged,Diet DR Pepper,3.4,0.216,Okay but not my favorite.,3,1
2022-04-27,Middle-aged,DR Pepper Zero Sugar,2.72,0.179,Bought for family gathering.,0,3
2022-01-30,Middle-aged,Cherry DR Pepper,4.22,0.18,Great value for money.,1,1
2024-11-23,Young adults,Cherry DR Pepper,3.18,0.234,Bought for family gathering.,1,1
2019-03-07,Middle-aged,Cherry DR Pepper,4.7,0.228,"Loved the taste, will buy again.",1,1
2020-12-02,Teens,DR Pepper Zero Sugar,3.14,0.149,Packaging was damaged.,2,3
2023-08-14,Young adults,DR Pepper Zero Sugar,2.63,0.208,Too sweet for me.,0,0
2018-12-03,Young adults,DR Pepper Classic,3.06,0.16,Bought for family gathering.,1,1
2019-01-10,Teens,Cherry DR Pepper,3.8,0.15,Prefer sugar-free.,2,2
2021-01-23,Young adults,DR Pepper Classic,3.46,0.183,Not satisfied with carbonation.,1,1
2018-01-30,Young adults,DR Pepper Classic,3.43,0.157,Packaging was damaged.,1,1
2020-06-16,Seniors,DR Pepper Zero Sugar,2.34,0.143,Okay but not my favorite.,0,3
2020-04-21,Middle-aged,DR Pepper Zero Sugar,2.92,0.143,Packaging was damaged.,0,3
2024-03-17,Young adults,DR Pepper Zero Sugar,3.41,0.151,"Loved the taste, will buy again.",0,0
2023-12-16,Middle-aged,DR Pepper Zero Sugar,2.62,0.255,Great value for money.,0,3
2023-03-03,Young adults,DR Pepper Zero Sugar,3.13,0.127,Bought for family gathering.,0,0
2018-08-13,Young adults,Cherry DR Pepper,4.26,0.179,Not satisfied with carbonation.,1,1
2019-02-12,Teens,Cherry DR Pepper,4.02,0.155,Great value for money.,2,2
2024-01-15,Young adults,Cherry DR Pepper,3.09,0.173,Not satisfied with carbonation.,1,1
2019-12-10,Young adults,DR Pepper Classic,3.66,0.206,Packaging was damaged.,1,1
2024-09-20,Middle-aged,DR Pepper Classic,4.23,0.192,Too sweet for me.,1,1
2018-01-30,Teens,DR Pepper Zero Sugar,3.25,0.179,Too sweet for me.,0,3
2024-02-22,Middle-aged,DR Pepper Classic,4.09,0.216,Enjoyed with lunch.,1,1
2021-04-07,Seniors,Cherry DR Pepper,4.19,0.129,Great value for money.,1,1
2024-07-19,Young adults,Cherry DR Pepper,3.13,0.215,Great value for money.,1,1
2021-11-23,Middle-aged,Cherry DR Pepper,4.59,0.191,Enjoyed with lunch.,1,1
2018-07-03,Teens,DR Pepper Classic,4.13,0.096,Packaging was damaged.,2,2
2019-09-13,Young adults,DR Pepper Zero Sugar,2.86,0.194,Okay but not my favorite.,0,0
2024-03-15,Middle-aged,DR Pepper Zero Sugar,3.65,0.191,Great value for money.,0,3
2023-05-29,Young adults,DR Pepper Classic,3.44,0.229,Bought for family gathering.,1,1
2018-11-17,Teens,Cherry DR Pepper,3.66,0.183,Too sweet for me.,2,2
2023-08-12,Young adults,DR Pepper Zero Sugar,2.55,0.153,Too sweet for me.,0,0
2023-08-05,Middle-aged,DR Pepper Classic,2.98,0.228,Enjoyed with lunch.,1,1
2022-06-21,Teens,DR Pepper Classic,3.57,0.129,Okay but not my favorite.,2,2
2021-04-08,Teens,DR Pepper Classic,3.37,0.1,Enjoyed with lunch.,2,2
2023-01-07,Middle-aged,DR Pepper Classic,2.76,0.182,Enjoyed with lunch.,1,1
2021-08-21,Young adults,DR Pepper Classic,3.68,0.14,Prefer sugar-free.,1,1
2018-03-23,Young adults,DR Pepper Classic,3.76,0.18,Too sweet for me.,1,1
2021-08-09,Teens,DR Pepper Zero Sugar,3.15,0.208,Packaging was damaged.,0,3
2018-08-11,Teens,Diet DR Pepper,3.35,0.152,Great value for money.,3,2
2020-05-28,Middle-aged,DR Pepper Classic,3.7,0.214,Great value for money.,1,1
2020-11-27,Young adults,DR Pepper Classic,3.58,0.15,Okay but not my favorite.,1,1
2024-10-25,Young adults,DR Pepper Classic,3.67,0.164,Too sweet for me.,1,1
2019-08-18,Young adults,DR Pepper Classic,3.75,0.196,Perfect for parties.,1,1
2020-07-23,Young adults,DR Pepper Classic,3.21,0.178,Okay but not my favorite.,1,1
2023-09-07,Middle-aged,DR Pepper Classic,2.87,0.178,"Loved the taste, will buy again.",1,1
2018-07-04,Middle-aged,DR Pepper Classic,3.66,0.23,Not satisfied with carbonation.,1,1
2021-02-27,Middle-aged,DR Pepper Classic,3.58,0.204,Bought for family gathering.,1,1
2023-10-19,Teens,DR Pepper Zero Sugar,3.23,0.212,Packaging was damaged.,0,3
2019-10-30,Teens,DR Pepper Classic,4.07,0.17,Okay but not my favorite.,2,2
2019-07-03,Young adults,DR Pepper Classic,3.48,0.146,Packaging was damaged.,1,1
2018-08-05,Middle-aged,Cherry DR Pepper,3.63,0.203,Too sweet for me.,1,1
2023-03-27,Young adults,DR Pepper Zero Sugar,3.23,0.144,Not satisfied with carbonation.,0,0
2019-08-31,Middle-aged,DR Pepper Classic,2.99,0.26,Packaging was damaged.,1,1
2021-06-26,Teens,DR Pepper Classic,3.52,0.12,Great value for money.,2,2
2019-11-26,Teens,DR Pepper Classic,3.45,0.183,Okay but not my favorite.,2,2
2023-07-22,Seniors,Cherry DR Pepper,4.14,0.199,Packaging was damaged.,1,1
2019-04-17,Teens,Diet DR Pepper,2.97,0.13,Prefer sugar-free.,3,2
2021-09-23,Young adults,DR Pepper Classic,3.55,0.19,Bought for family gathering.,1,1
2019-01-20,Young adults,DR Pepper Classic,3.42,0.188,Perfect for parties.,1,1
2018-01-03,Teens,Diet DR Pepper,1.96,0.175,Packaging was damaged.,3,2
2018-04-07,Middle-aged,DR Pepper Classic,3.24,0.205,Prefer sugar-free.,1,1
2019-08-20,Seniors,DR Pepper Classic,3.5,0.15,Packaging was damaged.,1,1
2019-11-19,Middle-aged,DR Pepper Classic,3.05,0.217,"Loved the taste, will buy again.",1,1
2019-10-05,Young adults,DR Pepper Zero Sugar,2.94,0.197,Packaging was damaged.,0,0
2019-11-20,Middle-aged,DR Pepper Classic,4.17,0.172,Prefer sugar-free.,1,1
2019-09-05,Teens,DR Pepper Classic,3.98,0.081,"Loved the taste, will buy again.",2,2
2022-01-03,Young adults,Cherry DR Pepper,2.77,0.198,Bought for family gathering.,1,1
2022-10-19,Young adults,DR Pepper Zero Sugar,3.38,0.191,"Loved the taste, will buy again.",0,0
2019-12-01,Young adults,Diet DR Pepper,3.48,0.193,Prefer sugar-free.,3,1
2018-12-19,Middle-aged,DR Pepper Classic,3.45,0.24,"Loved the taste, will buy again.",1,1
2024-02-07,Teens,Cherry DR Pepper,2.53,0.176,Enjoyed with lunch.,2,2
2023-01-16,Young adults,DR Pepper Classic,3.89,0.219,Okay but not my favorite.,1,1
2023-07-10,Middle-aged,DR Pepper Classic,3.29,0.223,Bought for family gathering.,1,1
2019-04-22,Young adults,DR Pepper Classic,3.61,0.184,Too sweet for me.,1,1
2021-11-27,Young adults,DR Pepper Zero Sugar,2.52,0.143,Okay but not my favorite.,0,0
2023-08-01,Middle-aged,Cherry DR Pepper,3.33,0.246,Not satisfied with carbonation.,1,1
2024-10-05,Middle-aged,DR Pepper Classic,3.97,0.194,Enjoyed with lunch.,1,1
2020-12-05,Young adults,Cherry DR Pepper,4.51,0.162,Perfect for parties.,1,1
2020-05-11,Young adults,Cherry DR Pepper,3.49,0.199,Perfect for parties.,1,1
2018-03-27,Middle-aged,DR Pepper Classic,4.26,0.145,Prefer sugar-free.,1,1
2018-06-27,Young adults,DR Pepper Classic,3.29,0.158,Perfect for parties.,1,1
2023-02-05,Middle-aged,DR Pepper Classic,3.28,0.181,Too sweet for me.,1,1
2023-04-09,Teens,DR Pepper Zero Sugar,2.29,0.13,Enjoyed with lunch.,0,3
2021-06-03,Young adults,DR Pepper Zero Sugar,3.25,0.238,Too sweet for me.,0,0
2024-02-19,Middle-aged,DR Pepper Classic,3.4,0.198,Not satisfied with carbonation.,1,1
2021-03-15,Young adults,DR Pepper Classic,3.43,0.161,Enjoyed with lunch.,1,1
2024-12-09,Teens,DR Pepper Classic,3.31,0.149,Prefer sugar-free.,2,2
2019-04-12,Young adults,DR Pepper Zero Sugar,2.5,0.206,Great value for money.,0,0
2023-07-04,Young adults,DR Pepper Classic,3.81,0.123,"Loved the taste, will buy again.",1,1
2024-10-28,Teens,Cherry DR Pepper,3.67,0.153,Bought for family gathering.,2,2
2020-06-04,Teens,DR Pepper Classic,3.9,0.136,Prefer sugar-free.,2,2
2021-11-30,Teens,DR Pepper Zero Sugar,2.53,0.158,Bought for family gathering.,0,3
2020-06-07,Seniors,DR Pepper Classic,3.62,0.136,Okay but not my favorite.,1,1
2023-11-09,Middle-aged,DR Pepper Classic,4.57,0.195,Perfect for parties.,1,1
2018-03-04,Seniors,DR Pepper Classic,3.14,0.166,Bought for family gathering.,1,1
2018-01-15,Teens,DR Pepper Zero Sugar,2.76,0.112,Too sweet for me.,2,3
2022-11-13,Young adults,DR Pepper Classic,3.25,0.236,Too sweet for me.,1,1
2021-12-16,Teens,DR Pepper Classic,2.98,0.162,Perfect for parties.,2,2
2023-03-12,Teens,DR Pepper Classic,4.33,0.178,Prefer sugar-free.,2,2
2021-05-24,Young adults,DR Pepper Classic,2.35,0.169,Okay but not my favorite.,1,1
2022-12-03,Middle-aged,Diet DR Pepper,2.59,0.206,Prefer sugar-free.,3,1
2024-05-30,Teens,DR Pepper Classic,3.73,0.114,Okay but not my favorite.,2,2
2020-03-26,Young adults,Diet DR Pepper,2.83,0.161,Not satisfied with carbonation.,3,1
2022-03-31,Teens,DR Pepper Zero Sugar,2.98,0.123,Enjoyed with lunch.,2,3
2024-04-24,Young adults,Cherry DR Pepper,3.69,0.189,Enjoyed with lunch.,1,1
2023-02-10,Young adults,DR Pepper Classic,3.75,0.231,Prefer sugar-free.,1,1
2023-04-20,Young adults,DR Pepper Classic,3.54,0.207,"Loved the taste, will buy again.",1,1
2024-01-19,Young adults,DR Pepper Classic,3.31,0.234,Perfect for parties.,1,1
2019-03-03,Young adults,DR Pepper Zero Sugar,3.06,0.204,Great value for money.,0,0
2018-01-24,Young adults,Diet DR Pepper,3.11,0.193,Not satisfied with carbonation.,3,1
2021-06-18,Young adults,DR Pepper Classic,4.35,0.152,Too sweet for me.,1,1
2020-09-24,Young adults,DR Pepper Zero Sugar,2.71,0.19,Perfect for parties.,0,0
2021-01-30,Young adults,DR Pepper Zero Sugar,3.28,0.166,"Loved the taste, will buy again.",0,0
2021-07-28,Middle-aged,DR Pepper Zero Sugar,3.46,0.225,"Loved the taste, will buy again.",0,3
2018-10-26,Teens,DR Pepper Classic,2.84,0.109,Packaging was damaged.,2,2
2020-11-06,Middle-aged,DR Pepper Classic,2.94,0.197,Not satisfied with carbonation.,1,1
2019-07-02,Young adults,DR Pepper Classic,4.47,0.181,Bought for family gathering.,1,1
2023-07-18,Middle-aged,DR Pepper Classic,3.16,0.254,Perfect for parties.,1,1
2021-11-27,Middle-aged,DR Pepper Classic,3.51,0.169,Too sweet for me.,1,1
2024-05-07,Middle-aged,DR Pepper Classic,3.41,0.235,Packaging was damaged.,1,1
2023-10-19,Young adults,DR Pepper Classic,3.48,0.205,Perfect for parties.,1,1
2024-03-25,Young adults,DR Pepper Zero Sugar,2.81,0.172,Okay but not my favorite.,0,0
2024-04-03,Middle-aged,Diet DR Pepper,3.26,0.212,Bought for family gathering.,3,1
2018-07-16,Teens,Diet DR Pepper,2.79,0.143,Too sweet for me.,3,2
2022-03-18,Middle-aged,DR Pepper Classic,3.39,0.2,Enjoyed with lunch.,1,1
2021-02-04,Middle-aged,DR Pepper Classic,2.51,0.223,Not satisfied with carbonation.,1,1
2021-06-16,Middle-aged,Diet DR Pepper,3.14,0.276,Enjoyed with lunch.,3,1
2019-01-04,Young adults,DR Pepper Classic,3.67,0.209,Bought for family gathering.,1,1
2020-03-27,Young adults,Diet DR Pepper,3.68,0.187,Packaging was damaged.,3,1
2022-01-31,Teens,DR Pepper Zero Sugar,3.57,0.193,Enjoyed with lunch.,2,3
2019-12-21,Middle-aged,Cherry DR Pepper,3.51,0.157,Prefer sugar-free.,1,1
2019-10-01,Young adults,DR Pepper Classic,3.92,0.168,Not satisfied with carbonation.,1,1
2020-03-06,Young adults,DR Pepper Zero Sugar,2.42,0.182,Perfect for parties.,0,0
2024-07-17,Middle-aged,DR Pepper Zero Sugar,2.74,0.169,Enjoyed with lunch.,0,3
2024-01-12,Middle-aged,DR Pepper Classic,4.31,0.184,Bought for family gathering.,1,1
2024-11-08,Young adults,Cherry DR Pepper,3.79,0.13,Enjoyed with lunch.,1,1
2022-08-14,Young adults,DR Pepper Classic,3.62,0.142,Packaging was damaged.,1,1
2023-09-11,Young adults,DR Pepper Classic,3.41,0.173,Enjoyed with lunch.,1,1
2020-09-30,Young adults,Cherry DR Pepper,4.63,0.152,Not satisfied with carbonation.,1,1
2020-11-04,Teens,DR Pepper Zero Sugar,3.27,0.163,Packaging was damaged.,2,3
2023-02-26,Middle-aged,DR Pepper Classic,4.24,0.208,Enjoyed with lunch.,1,1
2023-12-16,Middle-aged,DR Pepper Classic,3.2,0.211,Prefer sugar-free.,1,1
2021-11-03,Seniors,DR Pepper Classic,3.01,0.155,Packaging was damaged.,1,1
2023-06-11,Young adults,DR Pepper Classic,3.12,0.212,Great value for money.,1,1
2024-10-07,Seniors,DR Pepper Classic,3.81,0.185,"Loved the taste, will buy again.",1,1
2018-04-06,Teens,Cherry DR Pepper,4.52,0.157,"Loved the taste, will buy again.",2,2
2020-03-25,Middle-aged,DR Pepper Zero Sugar,3.37,0.207,Not satisfied with carbonation.,0,3
2021-02-15,Seniors,DR Pepper Classic,3.94,0.164,Packaging was damaged.,1,1
2023-05-30,Middle-aged,DR Pepper Classic,3.59,0.24,Prefer sugar-free.,1,1
2018-08-12,Young adults,DR Pepper Classic,2.86,0.214,Enjoyed with lunch.,1,1
2021-06-01,Young adults,DR Pepper Classic,4.51,0.169,Bought for family gathering.,1,1
